CONCEPT_CD	UMLS_NAME	OMOP_CONCEPT_NAME	NS_CONCEPT_ID	S_CONCEPT_ID
CPT4:81000	Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, with microscopy	Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, with microscopy	2212165	2212165
CPT4:81002	Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, without microscopy	Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, without microscopy	2212167	2212167
CPT4:81003	Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, without microscopy	Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, without microscopy	2212168	2212168
CPT4:82043	Albumin; urine (eg, microalbumin), quantitative	Albumin; urine (eg, microalbumin), quantitative	2212188	2212188
CPT4:82306	Vitamin D; 25 hydroxy, includes fraction(s), if performed	Vitamin D; 25 hydroxy, includes fraction(s), if performed	2212238	2212238
CPT4:82310	Calcium; total	Calcium; total	2212241	2212241
CPT4:82330	Calcium; ionized	Calcium; ionized	2212242	2212242
CPT4:82565	Creatinine; blood	Creatinine; blood	2212294	2212294
CPT4:82607	Cyanocobalamin (Vitamin B-12)	Cyanocobalamin (Vitamin B-12)	2212300	2212300
CPT4:82805	Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry	Gases, blood, any combination of pH, pCO2, pO2, CO2, HCO3 (including calculated O2 saturation); with O2 saturation, by direct measurement, except pulse oximetry	2212349	2212349
CPT4:82947	Glucose; quantitative, blood (except reagent strip)	Glucose; quantitative, blood (except reagent strip)	2212359	2212359
CPT4:82962	Glucose, blood by glucose monitoring device(s) cleared by the FDA specifically for home use	Glucose, blood by glucose monitoring device(s) cleared by the FDA specifically for home use	2212367	2212367
CPT4:83036	Hemoglobin; glycosylated (A1C)	Hemoglobin; glycosylated (A1C)	2212392	2212392
CPT4:83605	Lactate (lactic acid)	Lactate (lactic acid)	2212427	2212427
CPT4:83615	Lactate dehydrogenase (LD), (LDH)	Lactate dehydrogenase (LD), (LDH)	2212428	2212428
CPT4:83690	Lipase	Lipase	2212441	2212441
CPT4:83735	Magnesium	Magnesium	2212453	2212453
CPT4:84100	Phosphorus inorganic (phosphate)	Phosphorus inorganic (phosphate)	2212523	2212523
CPT4:84132	Potassium; serum, plasma or whole blood	Potassium; serum, plasma or whole blood	2212531	2212531
CPT4:84153	Prostate specific antigen (PSA); total	Prostate specific antigen (PSA); total	2212542	2212542
CPT4:84295	Sodium; serum, plasma or whole blood	Sodium; serum, plasma or whole blood	2212571	2212571
CPT4:84439	Thyroxine; free	Thyroxine; free	2212591	2212591
CPT4:84443	Thyroid stimulating hormone (TSH)	Thyroid stimulating hormone (TSH)	2212593	2212593
CPT4:84450	Transferase; aspartate amino (AST) (SGOT)	Transferase; aspartate amino (AST) (SGOT)	2212597	2212597
CPT4:84460	Transferase; alanine amino (ALT) (SGPT)	Transferase; alanine amino (ALT) (SGPT)	2212598	2212598
CPT4:84484	Troponin, quantitative	Troponin, quantitative	2212605	2212605
CPT4:84520	Urea nitrogen; quantitative	Urea nitrogen; quantitative	2212611	2212611
CPT4:84550	Uric acid; blood	Uric acid; blood	2212615	2212615
CPT4:84999	Unlisted chemistry procedure	Unlisted chemistry procedure	2212635	2212635
CPT4:85004	Blood count; automated differential WBC count	Blood count; automated differential WBC count	2212637	2212637
CPT4:85014	Blood count; hematocrit (Hct)	Blood count; hematocrit (Hct)	2212642	2212642
CPT4:85025	Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count	Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count) and automated differential WBC count	2212648	2212648
CPT4:85027	Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)	Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)	2212649	2212649
CPT4:85610	Prothrombin time	Prothrombin time	2212731	2212731
CPT4:85652	Sedimentation rate, erythrocyte; automated	Sedimentation rate, erythrocyte; automated	2212737	2212737
CPT4:85730	Thromboplastin time, partial (PTT); plasma or whole blood	Thromboplastin time, partial (PTT); plasma or whole blood	2212742	2212742
CPT4:86140	C-reactive protein	C-reactive protein	2212761	2212761
CPT4:86850	Antibody screen, RBC, each serum technique	Antibody screen, RBC, each serum technique	2212937	2212937
CPT4:86900	Blood typing, serologic; ABO	Blood typing, serologic; ABO	2212945	2212945
CPT4:86901	Blood typing, serologic; Rh (D)	Blood typing, serologic; Rh (D)	2212946	2212946
CPT4:87040	Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)	Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)	2212980	2212980
CPT4:87070	Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates	Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates	2212984	2212984
CPT4:87086	Culture, bacterial; quantitative colony count, urine	Culture, bacterial; quantitative colony count, urine	2212996	2212996
CPT4:88185	Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; each additional marker (List separately in addition to code for first marker)	Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; each additional marker (List separately in addition to code for first marker)	2213248	2213248
CPT4:88305	Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy	Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgica	2213283	2213283
CPT4:88399	Unlisted surgical pathology procedure	Unlisted surgical pathology procedure	2213321	2213321
CPT4:90460	Immunization administration through 18 years of age via any route of administration, with counseling by physician or other qualified health care professional; first or only component of each vaccine or toxoid administered	Immunization administration through 18 years of age via any route of administration, with counseling by physician or other qualified health care professional; first or only component of each vaccine or toxoid administered	40756914	40756914
CPT4:90471	Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)	Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)	2213418	2213418
CPT4:93000	Electrocardiogram, routine ECG with at least 12 leads; with interpretation and report	Electrocardiogram, routine ECG with at least 12 leads; with interpretation and report	2313814	2313814
CPT4:93005	Electrocardiogram, routine ECG with at least 12 leads; tracing only, without interpretation and report	Electrocardiogram, routine ECG with at least 12 leads; tracing only, without interpretation and report	2313815	2313815
CPT4:93010	Electrocardiogram, routine ECG with at least 12 leads; interpretation and report only	Electrocardiogram, routine ECG with at least 12 leads; interpretation and report only	2313816	2313816
CPT4:94640	Pressurized or nonpressurized inhalation treatment for acute airway obstruction for therapeutic purposes and/or for diagnostic purposes such as sputum induction with an aerosol generator, nebulizer, metered dose inhaler or intermittent positive pressure breathing (IPPB) device	Pressurized or nonpressurized inhalation treatment for acute airway obstruction for therapeutic purposes and/or for diagnostic purposes such as sputum induction with an aerosol generator, nebulizer, metered dose inhaler or intermittent positive pressure b	2314026	2314026
CPT4:95004	Percutaneous tests (scratch, puncture, prick) with allergenic extracts, immediate type reaction, including test interpretation and report, specify number of tests	Percutaneous tests (scratch, puncture, prick) with allergenic extracts, immediate type reaction, including test interpretation and report, specify number of tests	2314057	2314057
CPT4:97530	Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes	Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes	2314294	2314294
CPT4:99024	Postoperative follow-up visit, normally included in the surgical package, to indicate that an evaluation and management service was performed during a postoperative period for a reason(s) related to the original procedure	Postoperative follow-up visit, normally included in the surgical package, to indicate that an evaluation and management service was performed during a postoperative period for a reason(s) related to the original procedure	2414345	2414345
CPT4:99203	Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A detailed history; A detailed examination; Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate severity. Typically, 30 minutes are spent face-to-face with the patient and/or family.	Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A detailed history; A detailed examination; Medical decision making of low complexity. Counseling and/or coordination of care with 	2414392	2414392
CPT4:99212	Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A problem focused history; A problem focused examination; Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are self limited or minor. Typically, 10 minutes are spent face-to-face with the patient and/or family.	Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A problem focused history; A problem focused examination; Straightforward medical decision making. Counselin	2414396	2414396
CPT4:99213	Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: An expanded problem focused history; An expanded problem focused examination; Medical decision making of low complexity. Counseling and coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of low to moderate severity. Typically, 15 minutes are spent face-to-face with the patient and/or family.	Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: An expanded problem focused history; An expanded problem focused examination; Medical decision making of low	2414397	2414397
CPT4:99214	Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A detailed history; A detailed examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 25 minutes are spent face-to-face with the patient and/or family.	Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A detailed history; A detailed examination; Medical decision making of moderate complexity. Counseling and/o	2414398	2414398
CPT4:99215	Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 40 minutes are spent face-to-face with the patient and/or family.	Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of high complexity. Counseling	2514399	2514399
CPT4:99232	Subsequent hospital care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: An expanded problem focused interval history; An expanded problem focused examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is responding inadequately to therapy or has developed a minor complication. Typically, 25 minutes are spent at the bedside and on the patient's hospital floor or unit.	Subsequent hospital care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: An expanded problem focused interval history; An expanded problem focused examination; Medical decision making of moder	2514408	2514408
CPT4:99233	Subsequent hospital care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is unstable or has developed a significant complication or a significant new problem. Typically, 35 minutes are spent at the bedside and on the patient's hospital floor or unit.	Subsequent hospital care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of high complexity. Counseling and/or coor	2514409	2514409
CPT4:99244	Office consultation for a new or established patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 60 minutes are spent face-to-face with the patient and/or family.	Office consultation for a new or established patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physic	2514418	2514418
CPT4:99283	Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate severity.	Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of moderate complexity. Counseling 	2514435	2514435
CPT4:99284	Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: A detailed history; A detailed examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of high severity, and require urgent evaluation by the physician, or other qualified health care professionals but do not pose an immediate significant threat to life or physiologic function.	Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: A detailed history; A detailed examination; and Medical decision making of moderate complexity. Counseling and/or coordination of care with o	2514436	2514436
CPT4:99285	Emergency department visit for the evaluation and management of a patient, which requires these 3 key components within the constraints imposed by the urgency of the patient's clinical condition and/or mental status: A comprehensive history; A comprehensive examination; and Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of high severity and pose an immediate significant threat to life or physiologic function.	Emergency department visit for the evaluation and management of a patient, which requires these 3 key components within the constraints imposed by the urgency of the patient's clinical condition and/or mental status: A comprehensive history; A comprehensi	2514437	2514437
